30dc6257e578a24b04131eb3823703b2c11e71e0	2026-05-06	hllqkb	docs(faq): Docs for handling APITimeoutError when running in WSL2 (NAT mode) (#4005)
678cc4255e22a68afe28bb569d90a569c3ecd269	2026-05-06	Runlin Lei	feat(skill): Add skill install/uninstall cli (#4053)
24c06102cee234b47fdcf1e2501b6171bc6fb601	2026-05-06	Yuexiang XIE	chore(version): bumping version to 1.1.5p2 (#4071)
18d7c15c103e4e6c4888267f996b0dc33ce4017c	2026-05-07	zhijianma	chore(version): bump version to 1.1.6b1 (#4082)
73e03e2de121117299e3d30ef71dfed10efcd922	2026-05-07	yutai78786	test(integration): add app startup and settings/envs smoke tests (#4081)
769230d16bf333aff297e718abe7fa9fe5f47358	2026-05-07	yang liu	fix(console): avoid SSE crash on malformed surrogate text (#3553)
62f22c7adabd1e6eea807557001e4d1466295a08	2026-05-07	zhaozhuang521	chore(console): Optimize language switching logic and replace with the latest language icon (#4085)
677390130674236ce0b94e3e3e3d50146ec95565	2026-05-07	tqjason	feat(chat): replace Web Speech API with Whisper transcription for voice input (#3574)
166dc4942cf79565298cbeb9343ce464d1677d27	2026-05-07	Lingrui Gu	Feat(provider): add volcengine provider (#3994)
e393bc1efe8033cb87e195467c90ff6d63d38923	2026-05-07	zhijianma	feat(token-usage): add token suage detailed api and trending charts (#4080)
16c28e9712e53dcc9b991b10973a1ed4212818f2	2026-05-07	mambo	fix(console): respect custom name for default agent (#4073)
4ee41a8911f1a2ffc0b7d06245eb3245103c3ad2	2026-05-07	zhijianma	fix(chat): remove redundant URL prefix stripping in file preview paths (#4089)
182528e5de53f1c58a6df666e27cb63fc4d5e3c5	2026-05-07	celestialhorse51D	refactor(wechat): centralize legacy weixin to wechat data migrations on workspace startup (#3605)
50c87122df56f60290ff3fbba29e25df7c82ad22	2026-05-07	zhaozhuang521	refactor(console): adjust and opt TokenUsage page (#4094)
3213fd15848a20b0c162adf00a3d7963c3e591b5	2026-05-07	Weirui Kuang	plugin: add gpt-image-2 tool plugin (#3911)
5edeef4c5acd1a989dfb9fb14a5e9ab0b52847df	2026-05-07	zhaozhuang521	feat(console): Add "Enable" and "Disable" buttons to the batch operation of skills (#4091)
67ff5aa2bf7cdd8af713cc7a415326dd02c6e0bd	2026-05-08	Jinglin Peng	fix(pack): restore conda packaging tools before conda-pack (#4093)
d6dbf317761d04db9a08ea4bca947d54a56127b3	2026-05-08	JingHou1215	feat(skills): add cli skill test command (#3999)
764c7e8b1792eb9dc1e73a660e933122cfcbe2b4	2026-05-08	hongxicheng	feat(feishu): surface sender nickname to agent env context (#4098)
e6e0dcd85b11212d3bf945a724adc295baa03902	2026-05-08	hongxicheng	fix(WeChat): flush WeChat merge buffer immediately for cron sends (#4106)
9fdb4260d89f4794623de4ee2353dd28b7e948e5	2026-05-08	Weirui Kuang	chore: fix openai version (#4118)
3673176b726dc56df392582bfdc0d23835746c49	2026-05-08	Ping	feat(security): add rule level auto deny (#4046)
411603eb4afcd51f171e0cf61e414c8954e50846	2026-05-08	zhijianma	feat(cron): add channel-based session isolation for session and share option for cron jobs (#4117)
45afb7c89aa0c2c299b1dbad6adfba78a050af8d	2026-05-08	Weirui Kuang	feat: add agent status endpoint with task tracking (#4107)
c83208281597438a279fae43f8bfbd2519a33b91	2026-05-08	zhaozhuang521	perf(console,chat): chat performance optimization (#4110)
b2f9417982f63dca25c6576fb2b44e3e2379011f	2026-05-08	MarkWu	fix: use RotatingFileHandler for log rotation on all platforms (#4076)
ccea67d57c5c6de541a44a5859274761e2425efa	2026-05-08	Remy he	test(console): setup Vitest and add Chat/utils/api unit tests (#3559)
9a03dd16baef3678091afafe124ff7185a706f1f	2026-05-08	zhaozhuang521	test(console): frontend test (#4121)
97d2f3a512a4131aa1bb625ab8ab1c9f4fbb69c3	2026-05-08	Wei	feat(doctor): add Windows environment diagnostics (#4032)
01750d9e37ff4ea33b337ad81a64476c8475e08b	2026-05-08	hongxicheng	fix(reload): route AgentConfigWatcher through reload_agent for graceful task draining (#4064)
8a6d2dc569b3bd1e9cf3788983bcf04ec2f91fcf	2026-05-08	yuanxs21	feat(provider): add aliyun token plan as a built-in provider (#4122)
9c9deabb79184e951ebbadb770b4c1dcb90d1a7b	2026-05-09	zhijianma	fix(runner): rename channel variable to channel_name in command dispatch (#4134)
804cb8284eb9b995920e0b24fa4a9967a9ddf969	2026-05-09	YingchaoX	perf(console): skip chat history lookup for non-arrow keys (#4130)
ec8aad804d5e43288ab0c8a50eb314807addeecd	2026-05-09	qbc	fix(tool_schema): add sanitize tool function schemas (#4126)
d4ebc9f36e6f59da4db85b7ec0d08771feb16cee	2026-05-09	Jinglin Peng	fix(cli): bypass proxies for loopback API checks (#4092)
5c1cd03edc320d2cb23b64dd344dc997be0122c5	2026-05-09	Yuexiang XIE	fix(agent): replace hardcoded agent name with config-driven value (#4140)
90a145d9c20c4dbd9d50e44b9cc4261845058799	2026-05-09	hongxicheng	fix(channels): keep markdown tables renderable across split_text chunks (#4119)
171030fd590d70456dcd0fa7bfbc24ec60ea56c7	2026-05-09	Keillion-Dynamsoft	fix(agent): emoji example in AGENTS.md (#4142)
3b884f4e813b803d0d0f01c5c830e3a0abfddd47	2026-05-09	Jinglin Peng	fix(backup): restore secrets on Docker volume mount points (#3916)
26a9344eb978aec6a934e2838fdeda27839ba028	2026-05-09	zhijianma	feat(settings): add pt-BR language support (#4143)
2b9564d1de3316b73877bba34dd7a9359f238ef3	2026-05-09	zhaozhuang521	feat(console): support mermaid graph (#4146)
8b8ddbafc719ae098cc92623245de54b3484f081	2026-05-09	hongxicheng	feat(WeCom): tool-guard interactive approval card (#4112)
c6019fb80891580b552f1386e3e5fd79f62384f3	2026-05-09	Eric Zhu	feat(provider): allow Dashscope base URL selection in Console UI (#4074)
c46996bb781b079db31a2a47be6fe8c49adad4f8	2026-05-09	Nova Dev Team	fix(agent-tools): add safe default timeout for delegate_external_agent (#3928)
cf18e6cc987a13f807ef05258d6302a7210f9d90	2026-05-09	zhaozhuang521	fix(console): Immediately stop polling and clear the status after closing the drawer. (#4148)
c3b56c01cee167cf7c7f85f794ac1089ea86413a	2026-05-09	zhijianma	fix(agent-config): preserve complete config on save to prevent nested config loss (#4157)
6a7b39d817b37b14b380aae5f8f6d59546213e9f	2026-05-09	zhaozhuang521	refactor(console): extract QrcodeAuthBlock component and fix polling leak on drawer close (#4153)
0dc50afddb4a529431222a11bf5e0304d3015cb3	2026-05-09	qbc	fix lifecycle-task leak in stateful clients and refactor shared logic into mixin (#4152)
047afe5f89ca4a54ecbb3c5f6e1e51c80969fff5	2026-05-09	Yuexiang XIE	chore(version): bumping version to 1.1.6b2 (#4161)
8cc10d2c86673320a6f728b0994170f18a007eb1	2026-05-09	Yuexiang XIE	chore(release): update release note of v1.1.6 (#4163)
53cd8b164fa12301bbcfb3b9c439977579bdf635	2026-05-11	Lingrui Gu	Fix(provider): fix models in VOLCENGINE Provider (#4169)
95908ac535f7c76be6fdb9bcfd85088495361bfb	2026-05-11	Yuexiang XIE	chore(version): bumping version to 1.1.7b1 (#4196)
cc575796016c695de27e0da0cd5b0b24b4f21f24	2026-05-11	ltzu	fix(console): improve text contrast in Plan Panel dark mode (#4190)
eb01c838dc5d2238a90d33b4d3baf49d9658b737	2026-05-11	zhijianma	fix(provider,wecom): preserve provider meta field and update tool_guard docstring in wecom (#4200)
60a555b0a574a51179605ee705dc4158460ba6b0	2026-05-11	Weirui Kuang	feat(plugins): add reference image support to gpt-image2 plugin (#4194)
b8c33a123048e27c758f96ba9be71dca02c7a13f	2026-05-11	weixizi	feat(tool): browser_use add batch action support to browser_use tool (#4139)
abd80665ac0a9411ea842301e4329f4b6b194d22	2026-05-11	jinliyl	feat(memory): add auto-memory management features (#4204)
e16a5dd5f3b0558986d6d9c4be5c3b003a05b154	2026-05-11	zhaozhuang521	Fix(session): session history disappearing and messages being routed to a different session (#4203)
d361099d8aed7364901dcd6f894182340f247cd3	2026-05-11	x1n95c	feat(tool): Add async execution support for delegate_external_agent (#4197)
e4553884d75285eeecd52d2f7bf6aeebc46e06f6	2026-05-11	zhijianma	feat(chat): enable multiple attachments support in chat page (#4206)
43ca356042ebc6b940657b3fe90be98d618a0881	2026-05-11	hongxicheng	feat(DingTalk): process quoted messages for user-sent replies (#4209)
fe13fe230dd3b6a9f2a247f0b4b002e622b37b18	2026-05-11	Runlin Lei	fix(exception): fix ConfigurationException key passing (#4212)
6ab6979de60787b538b488188e8a87f812fcd579	2026-05-12	zhaozhuang521	feat(console): user message support newline (#4231)
44ffdb8644d170d097e5d89f12bba9f0952637ac	2026-05-12	zhijianma	perf(api): optimize async depends to fix thread pool blocking (#4229)
c89ed132e79f68f390812668475d0da9368a3bd5	2026-05-12	qbc	fix(model): filter out malformed tool_use blocks from OpenAI-compatible model responses (#4234)
afeea118f3f045c2ac9e93a3f182a99f8a91483c	2026-05-12	zhaozhuang521	feat(console): Chat floating in the menu (#4240)
47db242c43fd8f6a38e02153bbc272687a1609f8	2026-05-12	Yuexiang XIE	feat(shell): Add shell_command_executable` configuration to let users choose which shell uses (#4215)
b1ff519f676fcb58cc2d355ef8c7141766277ea7	2026-05-12	hongxicheng	fix(feishu): detect silent WebSocket connection loss in Feishu channel (#4241)
ec4e7d87918aec5f38cce4b795f1d47b280f2e97	2026-05-12	Runlin Lei	Refactor(skill): Add skill system (#4235)
61475f26dfa0a084686532fc01132c5d3889a68f	2026-05-12	StarTrekking	feat(channels): support native voice bubble in Feishu channel (#4202)
64e5de99335b1f96dd28a6d91811e81db3f0ec9f	2026-05-12	hongxicheng	fix(WeCom): show operator in resolved approval card (#4233)
aa4961c0c25be3fa74cc0672a581dac30055fd5c	2026-05-12	Bowen Liang	feat(chat): refactor chat model selector into searchable flat list with provider grouping (#3876)
63cea5470fc15d28309f44420fc49af9146b4af9	2026-05-12	Aqil Aziz	fix(console): collapse sidebar on mobile (#4225)
9bc51ed1394028a5223814ef4d5154f7b5282c13	2026-05-12	Aqil Aziz	feat(console): add Indonesian language option (#4219)
aabfd6a572503fd89a71b38f8f14f69985142ea7	2026-05-12	Weirui Kuang	feat(plugins): support install/uninstall plugins on console (#4214)
b6611fd123c473a0df9dd6a0794e022319c29649	2026-05-12	zhijianma	feat(feishu): add QR code bot creation via OAuth Device Flow (#4236)
c1ce3db78d5137ba6e8bc6cd14de98f80221249c	2026-05-12	shaohuaxi	feat(memory): add ADBPG long-term memory with BaseMemoryManager architure (#2308)
d4395e735938c65ca21e55bbe7907bfb3e353c20	2026-05-12	qbc	fix(mcp): add monkey patch for mcp (#4245)
977ffe3bbffa10fd9502f8243d8dca64e2f5236c	2026-05-12	zhijianma	refactor(agent_stats): streamline session file handling and remove unused code (#4250)
7e823295ca40c7d2212246628913c5c5616b48af	2026-05-12	Weirui Kuang	feat(plugins): add Qwen-Image and Wan 2.7 plugins (#4248)
a82ce8dca9ac62c7c2e48e3ab7ea1a74f17fcb02	2026-05-13	Osier-Yi	feat(plugins): enable register FastAPI APIRouter instances through plugin (#4255)
5bc599a7d6aa16883f531dc4232002ba2a041498	2026-05-13	Weirui Kuang	feat: add timeout for keyring (#4263)
cb8a8d7f267adec00a2a54ae4f8ca01521233465	2026-05-13	zhaozhuang521	feat(console): support crosses year in TokenUsage (#4268)
5dfe1caf7437b23dafa1f790d9567f57e1f8698b	2026-05-13	zhaozhuang521	refactor(console): console/PluginManager (#4266)
475fe269be52bc605624ad9de8a5e2ad85f5ff75	2026-05-13	Weirui Kuang	feat(mcp): add OAuth 2.1 PKCE support for remote MCP servers (#4256)
207c278569c1fa2d57c321069e50e2e50eea8b07	2026-05-13	zhijianma	fix(console): replace window.open calls with openExternalLink utility in ACPDrawer and ChannelDrawer components (#4270)
af50cf7ae62dbd759ede81d60b6063ed47c3738a	2026-05-13	zhaozhuang521	style: sidebar (#4273)
dc2ce2423b67eef9315e6c02d8986dcedeab3d6e	2026-05-13	hongxicheng	feat(channel): add streaming output hooks to BaseChannel with WeCom support (#4271)
b1770de60115dfb330b10cdb0d6b96b8cf5af64d	2026-05-13	suntp	Fix(tool): read_file_safe allocation size (#4272)
503390d7462a2c7705b387f39ed7a21ed736c13c	2026-05-13	jinliyl	perf(tools): reduce maximum file read size to 200MB (#4276)
af658424d38ef4c91bdcfbe1257777cb41708055	2026-05-13	lalaliat	fix(QA agent): package website/public/docs into wheel and sdist (#4275)
67cb46997ef2d9e4452d6b0307d6bbd575c02391	2026-05-13	x1n95c	Feat(tool): Add action="file_download" for browser use (#4261)
9f49c911afedcdf4f0fbfbd7a0e7d622344aa1e3	2026-05-13	lalaliat	feat(cron & inbox): add inbox and optimize the cron job (#4210)
f684c1382499b4000e856c4518d5a41a47542cb6	2026-05-13	Yuexiang XIE	bumping version to 1.1.7b2 (#4283)
c937ffb558d5ab6ffe5f8756c4d2a9c13216dc92	2026-05-14	zhaozhuang521	refactor(console): Inbox (#4305)
7a0b62f427eb35057eb32a0f90093fe7410c6f3b	2026-05-14	Xuchen Pan	Fix(Provider): Fix anthropic provider max token handling (#4317)
fc6be9962665e1f8cf7d00257e3571fe5268d262	2026-05-14	hongxicheng	feat(WeCom): support tool_guard interactive card in streaming path (#4307)
8e2a8351ec78c6b06004859d2955b604538fc1ac	2026-05-14	Yuexiang XIE	chore(version): add release note for v1.1.7 (#4319)
f2e8b7fc07272b785c955f14e600b9e4932e675b	2026-05-14	Yuexiang XIE	chore(version): bumping version to 1.1.8b1 (#4346)
8e189a6425e0252888383611fc688f733a73c133	2026-05-14	yuanxs21	feat(plan mode): Strengthen plan reaffirm from the user message (#4198)
a49dc9e5764d1b87e4244f56e3376073cf5bf0d3	2026-05-14	weixizi	fix(tool): browser implement activity tracking, crash monitoring, and lifecycle management (#4306)
251e7007cd380a1eb4afe660862eaf2a9b39dbbc	2026-05-14	Aqil Aziz	feat(agent): add Indonesian language option (#4287)
83828a81f7831c9f24363dd74e854652ce8c4753	2026-05-14	hongxicheng	feat(telegram): add streaming output via editMessageText (#4318)
d8ac7f6a62594e5fcd61d7a282f1dd1de1594317	2026-05-14	Runlin Lei	fix(skill): fix skill hub import: fix www, add skill_hub retry (#4359)
f18a3c2f3a819b8e95cf6c047640ca21b8e13b46	2026-05-14	zhaozhuang521	style(console): inbox page (#4358)
11f213637da4ff4a935eaac7aee281024506bdf7	2026-05-14	Runlin Lei	fix(skill): fix skill path, use safer path normalizer and refactor for function naming (#4335)
799017e65ef481f0bf31ab8772b6d608a7096449	2026-05-14	Xuanrui Lin	feat(plugin): add CloudPaw plugin bundle for Alibaba Cloud deployment (#4362)
fc5e6afd0927bc395a5fbd12d6ff6b506622f685	2026-05-14	Yuexiang XIE	fix(QA agent): bundle docs as package_data (#4280)
00ede853fac401296c58a49ec782b907e2e1d882	2026-05-14	x1n95c	fix(tool): add _CDP_CONNECT_TIMEOUT_SECONDS = 30 for connect cdp (#4350)
